#
# [ASteCA v0.4.2-dev]
#
# Created:  [2022-03-08 22:07:04]
# Modified: [2022-03-09 01:28:36]
#
# NAME: Cluster's name.
# c_x: Cluster's x center coordinate.
# c_y: Cluster's y center coordinate.
# r_cl: Cluster's radius.
# r_c: Core radius (3-P King profile).
# r_t: Tidal radius (3-P King profile).
#
# CI: 'Contamination index' is a  measure of the contamination of field
#      stars in the cluster region. The closer to 1, the more contaminated 
#      the cluster region is.
# n_memb_k: Approximate number of cluster's members obtained integrating the
#           fitted King profile (if it converged).
# n_memb: Approximate number of cluster's members assuming a uniform
#         background.
# a_f: Fraction of cluster's area that is present in frame.
#
# Parameters values are in the sense: mean, MAP/ML, median, mode.
# Parameters uncertainties are 16th, 84th percentiles, and STDDEV.
# z: Metallicity value.
# a: log(age).
# E: extinction E(B-V).
# d: Distance modulus.
# M: Total initial mass.
# b: Binary fraction.
# Nt: Number of samples used to estimate the parameters values.
#
NAME                                  c_x        c_y       r_cl        r_c       rc16       rc84        r_t       rt16       rt84      CI   n_memb_k     n_memb     a_f     z_mean      z_MAP   z_median     z_mode     z_16th     z_84th      z_std  z_R^2     a_mean      a_MAP   a_median     a_mode     a_16th     a_84th      a_std  a_R^2     E_mean      E_MAP   E_median     E_mode     E_16th     E_84th      E_std  E_R^2     d_mean      d_MAP   d_median     d_mode     d_16th     d_84th      d_std  d_R^2     M_mean      M_MAP   M_median     M_mode     M_16th     M_84th      M_std  M_R^2     b_mean      b_MAP   b_median     b_mode     b_16th     b_84th      b_std  b_R^2         Nt
#
# Initial 'main' run
#
00/saurer1                      -0.000439   0.001937   0.034301        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.76  0.0195281   0.018346  0.0211208  0.0229778  0.0125019  0.0260673 0.00630992   0.96     9.8044    9.74947    9.81288    9.83327    9.65827     9.9453    0.13261   0.99  0.0946081   0.104609  0.0885217  0.0698498  0.0462168   0.148808  0.0477799   0.98    15.4852    15.6562    15.4839    15.4404    15.2256    15.7485   0.249196   0.99    10766.1    17695.0    9709.47    6710.15    4720.62    16675.3    6069.21   0.94   0.735214   0.956421   0.809177   0.893393   0.481951   0.953398   0.235742   0.88   3.10E+00
00/czernik30                    -0.031131   0.018617   0.043015        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.68   0.011649 0.00418427 0.00998459 0.00510751 0.00441795  0.0216383 0.00757923   0.88    9.55643     9.4469    9.54287    9.46557    9.44207    9.67018   0.113838   0.96   0.271226   0.362359    0.27354   0.353514   0.178925   0.360089  0.0806544   0.92    14.0734    14.0286    14.0894    14.1051     13.925    14.2196   0.167937   0.97     7961.9    4359.16    7233.74    5816.55    4442.07    11764.5    3641.53   0.95   0.747923   0.555729   0.784189   0.864565   0.561539   0.928048   0.185439   0.93   3.10E+00
00/arpm2                        -0.003362   0.002218   0.052333        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.84 0.00930254  0.0118203  0.0086867  0.0112591 0.00385841  0.0119644  0.0051301    0.9    9.60668    9.53435    9.58949    9.55598    9.53108    9.67617  0.0875778    0.9   0.630572   0.611722   0.624785   0.619588   0.588951   0.679626  0.0563522   0.97    15.1877    15.2545    15.2013    15.1931    15.1145    15.3092   0.144194    0.9    10046.7     7954.6    8848.97    8045.81    6740.57    13054.4    4460.61   0.77   0.338404   0.144346   0.297399   0.242342   0.159306    0.54103   0.194576   0.95   3.10E+00
00/saurer3                       0.001116   0.021426   0.033192        nan        nan        nan        nan        nan        nan    0.82        nan        nan    0.93  0.0187326  0.0279063  0.0206555  0.0266006 0.00779942  0.0277437 0.00844487   0.89    9.68085     9.5483    9.64175    9.55053     9.5254     9.8827   0.172503   0.95   0.704274   0.676239   0.693486    0.68697   0.658414   0.761556  0.0606727   0.95    14.1328    14.5892    14.0995    13.9212    13.8194    14.4906   0.317161   0.98    14733.2    21301.1    14732.5    15250.7    7764.26    20894.6    6504.19   0.98   0.807723   0.944842   0.885611    0.92766   0.611302   0.962467   0.195077   0.81   3.10E+00
00/ber102                        0.002893  -0.000167   0.042371        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.90    0.01324  0.0103539  0.0110577 0.00956637 0.00593788  0.0228197 0.00732119   0.92    9.69808    9.73023    9.68655    9.67801    9.57494    9.82471   0.119993   0.98   0.440611   0.424432   0.442296   0.450444   0.366873   0.510362  0.0714839    1.0    14.4051    14.3421    14.4278    14.5537     14.191    14.6125   0.218338   0.98    6776.15    8339.04    6209.03    5186.51    4141.12    9421.08    2953.39   0.91    0.57954    0.68486    0.58654   0.602703   0.381647   0.779743   0.192663   0.99   3.10E+00
00/eso09205                     -0.003015  -0.006759   0.052485        nan        nan        nan        nan        nan        nan    0.80        nan        nan    0.89   0.017459  0.0202626  0.0202183  0.0206438  0.0124232  0.0210448 0.00481536   0.87    9.74302     9.7694    9.74101    9.73033    9.71556    9.77635  0.0364369   0.97  0.0845728   0.057063  0.0626042  0.0573552  0.0535289   0.123363  0.0380184   0.85     15.556    15.5052    15.5744    15.5741    15.5191    15.6197   0.093612   0.67    32888.7    27569.4    32679.7    32511.2    23802.0    41117.3    9833.65   0.98   0.699038    0.60781   0.720129   0.735972   0.607987   0.821458   0.146846   0.88   3.10E+00
00/saurer6                      -0.001875   0.003188   0.033801        nan        nan        nan        nan        nan        nan    0.00        nan        nan    0.90  0.0152873  0.0245714  0.0149292  0.0143387 0.00647694  0.0247702 0.00801836   0.96      9.224    9.06301    9.14539    9.11138    9.05342    9.52751   0.220812    0.9   0.920998   0.919065   0.922875   0.921692   0.813739    1.02687   0.114106   0.98    14.7093    14.9867     14.851    14.9779    14.1116    15.1503   0.486524   0.94    5562.96    3608.03    4933.36    4342.39    3347.87    7516.54    2682.23   0.85   0.524916   0.418278    0.52243   0.521021   0.333148   0.719813     0.1904    1.0   3.10E+00
